,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
1052,109,1,3.0,54,29,46,21,3.0,1.0,30.0,27.0,8.0,12.0,3.0,7.0,93.0,7.0,6.0,6.0,,
1053,110,0,0.0,69,39,31,10,10.0,5.0,33.0,57.0,0.0,6.0,4.0,9.0,70.0,1.0,2.0,3.0,,
1054,111,1,3.0,72,38,28,12,7.0,2.0,33.0,21.0,6.0,22.0,12.0,16.0,96.0,6.0,6.0,6.0,,
1055,112,0,0.0,71,53,29,14,1.0,0.0,24.0,22.0,1.0,4.0,13.0,16.0,96.0,3.0,6.0,6.0,,
1056,113,1,3.0,63,55,37,24,3.0,1.0,64.0,43.0,9.0,19.0,19.0,27.0,153.0,6.0,7.0,6.0,6.0,
1057,114,0,0.0,72,40,28,9,16.0,1.0,31.0,30.0,0.0,0.0,6.0,19.0,66.0,2.0,2.0,3.0,,
1058,115,1,3.0,57,42,43,25,7.0,1.0,43.0,21.0,3.0,7.0,34.0,41.0,100.0,6.0,7.0,6.0,,
1059,116,0,1.0,51,39,49,22,3.0,8.0,33.0,56.0,1.0,6.0,20.0,31.0,103.0,1.0,2.0,7.0,2.0,
1060,117,0,1.0,64,44,36,22,5.0,1.0,27.0,45.0,1.0,5.0,13.0,23.0,100.0,3.0,6.0,2.0,4.0,
1061,118,0,0.0,66,51,34,16,2.0,1.0,36.0,51.0,4.0,10.0,20.0,25.0,110.0,6.0,5.0,6.0,,
1062,119,0,2.0,73,75,27,23,7.0,1.0,45.0,60.0,4.0,7.0,26.0,35.0,161.0,6.0,4.0,2.0,6.0,7.0
1063,120,0,1.0,61,46,39,23,2.0,1.0,30.0,46.0,3.0,12.0,12.0,13.0,119.0,1.0,4.0,6.0,4.0,
1064,121,1,3.0,64,61,36,28,10.0,0.0,54.0,42.0,4.0,17.0,49.0,66.0,147.0,6.0,6.0,6.0,6.0,
1065,122,0,1.0,58,64,42,32,16.0,5.0,54.0,61.0,3.0,6.0,28.0,41.0,132.0,6.0,6.0,6.0,2.0,
1066,123,1,3.0,61,72,39,32,18.0,4.0,57.0,49.0,1.0,4.0,14.0,18.0,143.0,6.0,6.0,7.0,7.0,
1067,124,0,0.0,66,45,34,18,8.0,1.0,34.0,50.0,1.0,2.0,23.0,42.0,86.0,6.0,3.0,3.0,,
1068,125,1,3.0,55,46,45,22,19.0,2.0,53.0,49.0,5.0,15.0,11.0,12.0,116.0,6.0,6.0,3.0,6.0,
1069,0,0,0.0,51,14,49,11,1.0,4.0,5.0,18.0,0.0,0.0,2.0,4.0,31.0,2.0,1.0,,,
1070,1,0,1.0,62,33,38,10,0.0,3.0,0.0,3.0,4.0,7.0,,,74.0,6.0,2.0,4.0,,
1071,2,1,2.0,60,26,40,7,5.0,0.0,5.0,0.0,5.0,14.0,,,64.0,6.0,6.0,,,
1072,3,1,2.0,68,43,32,10,6.0,2.0,37.0,44.0,5.0,13.0,5.0,8.0,102.0,7.0,3.0,6.0,,
1073,4,0,0.0,50,18,50,7,1.0,5.0,27.0,27.0,4.0,14.0,10.0,15.0,60.0,3.0,4.0,,,
1074,5,0,0.0,50,18,50,14,3.0,2.0,11.0,23.0,0.0,3.0,6.0,6.0,44.0,3.0,2.0,,,
1075,6,0,0.0,50,8,50,4,2.0,6.0,7.0,34.0,0.0,2.0,3.0,7.0,25.0,0.0,0.0,,,
1076,7,1,2.0,60,24,40,9,3.0,4.0,14.0,22.0,8.0,9.0,4.0,6.0,73.0,6.0,6.0,,,
1077,8,1,2.0,68,26,32,10,0.0,2.0,26.0,25.0,5.0,7.0,1.0,2.0,67.0,6.0,6.0,,,
1078,9,1,2.0,52,45,48,30,11.0,4.0,11.0,4.0,8.0,10.0,,,135.0,6.0,6.0,9.0,,
1079,10,0,0.0,65,22,35,9,2.0,4.0,14.0,43.0,0.0,1.0,5.0,8.0,40.0,2.0,2.0,,,
1080,11,1,2.0,57,18,43,11,7.0,2.0,14.0,4.0,5.0,6.0,2.0,4.0,54.0,6.0,6.0,,,
1081,12,0,0.0,57,21,43,12,1.0,6.0,1.0,6.0,2.0,7.0,,,64.0,5.0,1.0,,,
1082,13,1,2.0,58,39,42,18,7.0,9.0,21.0,41.0,2.0,3.0,8.0,11.0,82.0,7.0,7.0,,,
1083,14,1,2.0,61,23,39,7,,0.0,15.0,23.0,6.0,7.0,7.0,12.0,63.0,6.0,6.0,,,
1084,15,0,0.0,77,21,23,5,1.0,0.0,6.0,11.0,2.0,5.0,4.0,4.0,49.0,3.0,2.0,,,
1085,16,0,0.0,50,13,50,9,0.0,5.0,7.0,25.0,0.0,1.0,3.0,6.0,36.0,2.0,0.0,,,
1086,17,0,1.0,71,31,29,10,1.0,4.0,29.0,47.0,8.0,13.0,9.0,17.0,87.0,4.0,6.0,3.0,,
1087,18,1,2.0,54,23,46,12,9.0,4.0,9.0,4.0,4.0,7.0,,,58.0,6.0,6.0,,,
1088,19,1,2.0,59,37,41,21,3.0,4.0,3.0,4.0,4.0,8.0,,,92.0,7.0,3.0,6.0,,
1089,20,0,1.0,55,36,45,18,5.0,8.0,50.0,56.0,5.0,14.0,20.0,24.0,103.0,6.0,4.0,4.0,,
1090,21,1,2.0,53,18,47,13,3.0,3.0,3.0,3.0,6.0,7.0,,,60.0,6.0,6.0,,,
1091,22,1,2.0,82,26,18,3,1.0,0.0,10.0,13.0,7.0,10.0,10.0,14.0,61.0,6.0,6.0,,,
1092,23,1,2.0,52,32,48,15,7.0,6.0,28.0,24.0,4.0,8.0,10.0,14.0,75.0,6.0,6.0,,,
1093,24,0,1.0,53,29,47,12,2.0,6.0,41.0,31.0,4.0,11.0,22.0,33.0,80.0,3.0,6.0,2.0,,
1094,25,1,2.0,58,37,42,14,3.0,4.0,3.0,4.0,6.0,10.0,,,93.0,6.0,7.0,,,
1095,26,1,2.0,58,38,42,15,6.0,8.0,6.0,8.0,4.0,7.0,,,95.0,7.0,6.0,,,
1096,27,0,0.0,62,17,38,10,2.0,4.0,9.0,31.0,0.0,0.0,1.0,1.0,34.0,2.0,2.0,,,
1097,28,0,0.0,58,14,42,9,1.0,8.0,13.0,36.0,1.0,3.0,5.0,8.0,41.0,0.0,2.0,,,
1098,29,0,0.0,68,20,32,5,0.0,4.0,10.0,23.0,1.0,8.0,6.0,7.0,48.0,2.0,4.0,,,
1099,30,1,2.0,69,41,31,10,2.0,3.0,33.0,30.0,3.0,6.0,8.0,9.0,77.0,7.0,6.0,,,
1100,31,0,1.0,60,36,40,15,3.0,8.0,32.0,40.0,4.0,12.0,12.0,16.0,80.0,2.0,6.0,4.0,,
1101,32,0,0.0,52,12,48,5,1.0,3.0,10.0,26.0,1.0,8.0,0.0,2.0,36.0,1.0,2.0,,,
1102,33,1,2.0,62,30,38,16,6.0,2.0,20.0,24.0,4.0,5.0,1.0,3.0,75.0,6.0,7.0,,,
1103,34,0,1.0,63,40,37,16,3.0,5.0,36.0,54.0,6.0,10.0,4.0,6.0,96.0,5.0,6.0,3.0,,
1104,35,1,2.0,67,27,33,8,4.0,1.0,18.0,16.0,5.0,8.0,9.0,16.0,66.0,6.0,6.0,,,
1105,36,1,2.0,59,35,41,17,6.0,5.0,28.0,45.0,4.0,6.0,5.0,8.0,83.0,6.0,7.0,,,
1106,37,0,0.0,57,22,43,10,2.0,3.0,2.0,3.0,2.0,6.0,,,58.0,2.0,4.0,,,
1107,38,1,2.0,64,42,36,15,3.0,5.0,32.0,52.0,3.0,9.0,11.0,13.0,93.0,2.0,6.0,6.0,,
1108,39,1,2.0,61,21,39,9,3.0,2.0,13.0,14.0,5.0,9.0,1.0,2.0,52.0,6.0,6.0,,,
1109,40,0,0.0,69,20,31,5,1.0,2.0,12.0,28.0,1.0,2.0,5.0,14.0,42.0,3.0,2.0,,,
1110,41,0,1.0,62,44,38,15,2.0,7.0,2.0,7.0,5.0,9.0,,,94.0,5.0,6.0,5.0,,
1111,42,1,2.0,66,32,34,13,7.0,1.0,19.0,20.0,3.0,12.0,5.0,7.0,76.0,7.0,7.0,,,
1112,43,1,2.0,61,33,39,14,0.0,6.0,21.0,30.0,3.0,7.0,6.0,7.0,72.0,6.0,6.0,,,
1113,44,1,,0,0,100,1,0.0,,1.0,1.0,,,0.0,0.0,1.0,,,,,
1114,45,0,1.0,63,35,37,12,2.0,3.0,13.0,34.0,2.0,7.0,4.0,4.0,81.0,6.0,1.0,4.0,,
1115,46,1,2.0,61,26,39,8,4.0,3.0,4.0,3.0,5.0,10.0,,,69.0,6.0,6.0,,,
1116,47,1,2.0,53,31,47,13,5.0,9.0,29.0,28.0,4.0,8.0,3.0,7.0,77.0,6.0,6.0,,,
1117,48,0,1.0,52,29,48,16,0.0,6.0,27.0,33.0,3.0,8.0,11.0,17.0,76.0,0.0,7.0,2.0,,
1118,49,0,0.0,60,24,40,16,1.0,1.0,1.0,1.0,1.0,5.0,,,62.0,0.0,6.0,,,
1119,50,1,2.0,56,17,44,16,0.0,2.0,0.0,2.0,5.0,8.0,,,62.0,6.0,6.0,,,
1120,51,1,2.0,62,32,38,15,3.0,5.0,3.0,5.0,3.0,12.0,,,93.0,7.0,6.0,,,
1121,52,1,2.0,51,28,49,20,5.0,4.0,26.0,31.0,5.0,12.0,1.0,3.0,85.0,6.0,2.0,6.0,,
1122,53,1,2.0,66,54,34,23,5.0,5.0,5.0,5.0,6.0,14.0,,,126.0,4.0,6.0,7.0,,
1123,54,0,0.0,68,28,32,10,0.0,6.0,0.0,6.0,3.0,3.0,,,66.0,5.0,4.0,,,
1124,55,1,2.0,61,17,39,11,,2.0,15.0,16.0,6.0,12.0,11.0,18.0,58.0,6.0,6.0,,,
1125,56,0,0.0,58,22,42,10,3.0,13.0,14.0,43.0,4.0,6.0,3.0,6.0,61.0,6.0,3.0,,,
1126,57,1,2.0,49,36,51,25,5.0,6.0,5.0,6.0,3.0,6.0,,,97.0,3.0,7.0,6.0,,
1127,58,0,0.0,67,18,33,5,4.0,4.0,10.0,32.0,3.0,8.0,2.0,6.0,47.0,3.0,3.0,,,
1128,59,0,0.0,48,20,52,11,1.0,4.0,17.0,24.0,2.0,4.0,4.0,5.0,53.0,3.0,3.0,,,
1129,60,0,1.0,69,28,31,7,2.0,5.0,2.0,5.0,5.0,12.0,,,81.0,7.0,1.0,3.0,,
1130,61,1,2.0,68,32,32,12,1.0,5.0,1.0,5.0,5.0,11.0,,,80.0,7.0,6.0,,,
1131,62,1,2.0,68,39,32,13,5.0,2.0,31.0,36.0,5.0,17.0,22.0,28.0,95.0,6.0,4.0,6.0,,
1132,63,1,2.0,75,41,25,4,0.0,7.0,27.0,32.0,5.0,5.0,15.0,17.0,80.0,7.0,6.0,,,
1133,64,0,0.0,54,17,46,6,2.0,8.0,9.0,20.0,0.0,1.0,3.0,3.0,37.0,1.0,2.0,,,
1134,65,1,2.0,59,53,41,28,9.0,8.0,43.0,35.0,4.0,9.0,10.0,14.0,129.0,6.0,3.0,1.0,,
1135,66,0,0.0,57,15,43,4,1.0,2.0,5.0,19.0,0.0,1.0,5.0,6.0,30.0,2.0,0.0,,,
1136,67,1,2.0,54,16,46,13,2.0,2.0,16.0,17.0,6.0,7.0,0.0,1.0,57.0,6.0,6.0,,,
1137,68,0,1.0,63,39,37,18,3.0,1.0,30.0,43.0,8.0,16.0,6.0,11.0,109.0,6.0,6.0,5.0,,
1138,69,0,0.0,48,15,52,10,0.0,7.0,17.0,29.0,1.0,1.0,10.0,13.0,38.0,3.0,0.0,,,
1139,70,0,0.0,75,32,25,6,2.0,1.0,27.0,42.0,3.0,9.0,13.0,17.0,71.0,2.0,6.0,,,
1140,71,0,1.0,71,45,29,11,6.0,1.0,42.0,47.0,3.0,13.0,12.0,15.0,98.0,5.0,6.0,4.0,,
1141,72,0,0.0,54,21,46,8,2.0,5.0,12.0,19.0,2.0,2.0,3.0,4.0,53.0,0.0,6.0,,,
1142,73,1,2.0,62,47,38,20,6.0,7.0,6.0,7.0,4.0,13.0,,,113.0,6.0,6.0,6.0,,
1143,74,0,0.0,74,22,26,10,0.0,2.0,18.0,40.0,2.0,4.0,3.0,7.0,55.0,2.0,5.0,,,
1144,75,0,1.0,53,23,47,14,10.0,6.0,43.0,56.0,5.0,6.0,19.0,34.0,76.0,6.0,2.0,2.0,,
1145,76,0,0.0,63,25,37,8,4.0,2.0,23.0,24.0,1.0,2.0,11.0,17.0,47.0,4.0,2.0,,,
1146,77,1,2.0,78,27,22,6,4.0,2.0,15.0,8.0,5.0,10.0,2.0,3.0,60.0,6.0,6.0,,,
1147,78,0,0.0,45,21,55,16,5.0,6.0,19.0,38.0,0.0,0.0,11.0,16.0,50.0,3.0,4.0,,,
1148,79,0,1.0,58,38,42,13,4.0,8.0,37.0,39.0,3.0,7.0,7.0,8.0,94.0,6.0,3.0,4.0,,
1149,80,0,0.0,57,8,43,5,1.0,3.0,7.0,18.0,1.0,1.0,1.0,2.0,26.0,2.0,0.0,,,
1150,81,0,0.0,52,16,48,8,4.0,1.0,13.0,38.0,2.0,5.0,7.0,11.0,51.0,4.0,3.0,,,
1151,82,1,2.0,70,27,30,10,1.0,1.0,27.0,15.0,5.0,5.0,2.0,2.0,66.0,6.0,6.0,,,
1152,83,1,2.0,58,29,42,16,0.0,3.0,10.0,19.0,6.0,15.0,1.0,2.0,90.0,4.0,6.0,6.0,,
1153,84,0,1.0,55,40,45,23,3.0,13.0,50.0,67.0,7.0,17.0,25.0,39.0,121.0,6.0,6.0,6.0,,
1154,85,1,2.0,68,21,32,8,0.0,2.0,17.0,13.0,6.0,9.0,4.0,5.0,55.0,6.0,6.0,,,
1155,86,0,1.0,56,31,44,20,0.0,12.0,28.0,73.0,5.0,12.0,19.0,33.0,92.0,3.0,6.0,4.0,,
1156,87,0,1.0,60,44,40,23,2.0,12.0,34.0,67.0,7.0,20.0,6.0,6.0,124.0,6.0,4.0,1.0,,
1157,88,0,0.0,70,20,30,6,0.0,1.0,18.0,26.0,1.0,2.0,13.0,18.0,43.0,0.0,5.0,,,
1158,89,1,2.0,67,24,33,8,5.0,1.0,5.0,1.0,4.0,9.0,,,65.0,6.0,6.0,,,
1159,90,0,0.0,59,15,41,7,1.0,5.0,6.0,20.0,3.0,7.0,0.0,2.0,45.0,3.0,3.0,,,
1160,91,1,2.0,74,30,26,8,2.0,3.0,15.0,29.0,5.0,12.0,11.0,15.0,70.0,6.0,1.0,6.0,,
1161,92,0,1.0,54,35,46,22,3.0,6.0,25.0,44.0,3.0,6.0,8.0,16.0,87.0,6.0,2.0,5.0,,
1162,93,1,2.0,53,26,47,15,7.0,3.0,19.0,24.0,5.0,8.0,8.0,11.0,76.0,6.0,7.0,,,
1163,94,1,2.0,67,38,33,5,,5.0,18.0,34.0,8.0,15.0,9.0,12.0,92.0,3.0,6.0,6.0,,
1164,95,1,2.0,85,34,15,6,0.0,1.0,15.0,18.0,5.0,11.0,10.0,19.0,65.0,6.0,6.0,,,
1165,96,0,0.0,54,15,46,12,2.0,2.0,10.0,19.0,1.0,6.0,1.0,3.0,48.0,3.0,3.0,,,
1166,97,1,2.0,58,47,42,23,6.0,3.0,46.0,40.0,4.0,9.0,16.0,23.0,107.0,6.0,6.0,6.0,,
1167,98,1,2.0,58,20,42,14,1.0,3.0,14.0,16.0,5.0,10.0,3.0,4.0,64.0,6.0,6.0,,,
1168,99,0,0.0,77,24,23,3,0.0,1.0,7.0,31.0,1.0,3.0,3.0,4.0,43.0,2.0,2.0,,,
1169,100,0,1.0,59,33,41,17,2.0,7.0,21.0,43.0,6.0,16.0,5.0,6.0,99.0,6.0,6.0,3.0,,
1170,101,0,0.0,70,23,30,8,1.0,3.0,9.0,34.0,4.0,4.0,4.0,11.0,56.0,4.0,4.0,,,
1171,102,0,0.0,62,16,38,8,0.0,6.0,18.0,29.0,4.0,5.0,8.0,23.0,48.0,3.0,4.0,,,
1172,103,0,0.0,60,22,40,13,4.0,6.0,22.0,45.0,2.0,4.0,6.0,10.0,55.0,1.0,5.0,,,
1173,104,0,0.0,86,25,14,5,0.0,2.0,19.0,43.0,5.0,7.0,13.0,18.0,63.0,4.0,5.0,,,
1174,105,1,2.0,52,18,48,13,1.0,3.0,18.0,20.0,6.0,6.0,3.0,6.0,62.0,6.0,6.0,,,
1175,106,1,2.0,69,21,31,8,1.0,1.0,20.0,20.0,5.0,9.0,7.0,9.0,56.0,6.0,6.0,,,
1176,107,1,2.0,50,23,50,16,,8.0,35.0,35.0,6.0,14.0,12.0,13.0,81.0,6.0,7.0,,,
1177,108,0,1.0,59,29,41,17,0.0,7.0,39.0,49.0,3.0,5.0,12.0,21.0,78.0,7.0,2.0,2.0,,
1178,109,0,1.0,67,39,33,12,2.0,6.0,17.0,37.0,5.0,16.0,9.0,13.0,93.0,6.0,5.0,3.0,,
1179,110,0,0.0,57,23,43,15,0.0,4.0,12.0,27.0,2.0,3.0,9.0,17.0,61.0,5.0,4.0,,,
1180,111,1,2.0,74,20,26,5,,2.0,20.0,13.0,7.0,14.0,14.0,17.0,56.0,6.0,6.0,,,
1181,112,1,2.0,53,31,47,21,1.0,2.0,33.0,27.0,4.0,14.0,10.0,13.0,91.0,4.0,6.0,6.0,,
1182,113,1,2.0,65,37,35,16,6.0,1.0,29.0,28.0,6.0,11.0,10.0,12.0,94.0,6.0,6.0,6.0,,
1183,114,0,0.0,64,14,36,3,0.0,1.0,4.0,11.0,0.0,4.0,3.0,4.0,31.0,2.0,0.0,,,
1184,115,1,2.0,60,33,40,12,8.0,2.0,43.0,37.0,8.0,18.0,17.0,27.0,98.0,6.0,4.0,7.0,,
1185,116,1,2.0,64,26,36,14,0.0,4.0,22.0,28.0,6.0,13.0,4.0,4.0,81.0,6.0,2.0,6.0,,
1186,117,0,1.0,66,31,34,12,3.0,8.0,27.0,45.0,5.0,10.0,8.0,10.0,77.0,6.0,4.0,1.0,,
1187,118,0,0.0,56,18,44,10,3.0,3.0,23.0,44.0,0.0,6.0,6.0,14.0,49.0,1.0,3.0,,,
1188,119,1,2.0,69,32,31,10,3.0,7.0,20.0,20.0,3.0,14.0,13.0,17.0,74.0,6.0,6.0,,,
1189,120,1,2.0,58,42,42,20,2.0,6.0,47.0,37.0,7.0,13.0,19.0,24.0,113.0,5.0,7.0,6.0,,
1190,121,0,0.0,39,12,61,13,3.0,5.0,14.0,27.0,1.0,4.0,2.0,2.0,37.0,2.0,2.0,,,
1191,122,1,2.0,77,25,23,5,0.0,3.0,17.0,16.0,5.0,9.0,3.0,4.0,54.0,6.0,6.0,,,
1192,123,0,1.0,60,26,40,19,0.0,5.0,33.0,47.0,2.0,5.0,20.0,34.0,74.0,1.0,7.0,0.0,,
1193,124,1,2.0,61,27,39,11,4.0,5.0,35.0,23.0,6.0,10.0,11.0,14.0,71.0,6.0,6.0,,,
1194,125,0,0.0,68,17,32,2,2.0,2.0,12.0,24.0,1.0,9.0,4.0,9.0,40.0,1.0,2.0,,,
1195,126,0,0.0,67,29,33,5,0.0,7.0,11.0,28.0,2.0,3.0,3.0,4.0,58.0,6.0,0.0,,,
1196,0,1,3.0,68,33,32,14,10.0,0.0,33.0,19.0,7.0,7.0,14.0,18.0,88.0,6.0,6.0,6.0,,
1197,1,0,0.0,52,35,48,24,0.0,2.0,40.0,47.0,1.0,16.0,22.0,25.0,106.0,3.0,3.0,5.0,,
1198,2,0,2.0,46,42,54,31,6.0,8.0,39.0,54.0,10.0,18.0,19.0,27.0,139.0,3.0,3.0,6.0,6.0,3.0
1199,3,0,1.0,53,58,47,38,13.0,10.0,72.0,56.0,4.0,13.0,33.0,43.0,149.0,6.0,3.0,7.0,6.0,
1200,4,1,3.0,58,39,42,19,10.0,1.0,42.0,37.0,4.0,7.0,12.0,13.0,93.0,6.0,6.0,6.0,,
1201,5,0,1.0,68,48,32,17,5.0,5.0,30.0,51.0,1.0,7.0,6.0,9.0,93.0,2.0,7.0,0.0,4.0,
1202,6,1,3.0,59,67,41,27,5.0,6.0,54.0,57.0,6.0,20.0,14.0,22.0,175.0,6.0,2.0,6.0,5.0,7.0
1203,7,0,2.0,49,40,51,29,4.0,6.0,44.0,72.0,9.0,10.0,19.0,35.0,120.0,6.0,6.0,4.0,1.0,5.0
1204,8,1,3.0,50,26,50,20,5.0,1.0,35.0,15.0,7.0,12.0,13.0,21.0,92.0,6.0,6.0,6.0,,
1205,9,1,3.0,56,64,44,35,10.0,7.0,46.0,38.0,1.0,3.0,9.0,20.0,130.0,7.0,7.0,7.0,,
1206,10,0,0.0,47,22,53,15,3.0,2.0,23.0,31.0,2.0,2.0,9.0,22.0,59.0,4.0,2.0,2.0,,
1207,11,1,3.0,52,67,48,47,12.0,5.0,72.0,64.0,5.0,10.0,11.0,18.0,177.0,4.0,4.0,7.0,6.0,6.0
1208,12,1,3.0,66,44,34,17,10.0,6.0,46.0,33.0,5.0,11.0,10.0,16.0,108.0,6.0,6.0,7.0,,
1209,13,0,0.0,55,36,45,18,8.0,5.0,32.0,29.0,1.0,3.0,12.0,20.0,75.0,3.0,4.0,2.0,,
1210,14,0,2.0,54,58,46,36,7.0,8.0,60.0,71.0,5.0,15.0,24.0,33.0,163.0,4.0,6.0,6.0,6.0,2.0
1211,15,0,0.0,62,26,38,12,4.0,4.0,15.0,35.0,1.0,4.0,9.0,13.0,63.0,2.0,2.0,3.0,,
1212,16,1,3.0,55,33,45,18,3.0,4.0,22.0,22.0,8.0,11.0,6.0,11.0,98.0,6.0,6.0,6.0,,
1213,17,1,3.0,65,59,35,21,5.0,4.0,38.0,20.0,6.0,19.0,11.0,16.0,142.0,6.0,3.0,6.0,3.0,6.0
1214,18,0,0.0,58,24,42,10,3.0,4.0,19.0,41.0,1.0,4.0,6.0,11.0,57.0,1.0,3.0,2.0,,
1215,19,1,2.0,58,52,42,33,12.0,3.0,52.0,66.0,4.0,5.0,26.0,38.0,122.0,7.0,2.0,6.0,4.0,
1216,20,1,3.0,64,50,36,15,13.0,4.0,38.0,33.0,4.0,12.0,12.0,14.0,115.0,6.0,7.0,6.0,,
1217,21,1,3.0,59,59,41,25,14.0,5.0,40.0,38.0,6.0,10.0,8.0,11.0,132.0,7.0,2.0,7.0,6.0,
1218,22,1,3.0,58,56,42,16,17.0,6.0,59.0,46.0,7.0,18.0,38.0,63.0,131.0,6.0,4.0,6.0,6.0,
1219,23,0,1.0,64,42,36,18,8.0,1.0,26.0,18.0,2.0,5.0,9.0,13.0,87.0,2.0,1.0,6.0,4.0,
1220,24,1,3.0,53,50,47,28,13.0,6.0,40.0,37.0,4.0,7.0,6.0,12.0,113.0,4.0,6.0,6.0,6.0,
1221,25,1,3.0,63,45,37,22,6.0,1.0,33.0,34.0,8.0,19.0,16.0,21.0,111.0,6.0,4.0,6.0,6.0,
1222,26,0,0.0,46,19,54,11,3.0,4.0,13.0,27.0,1.0,5.0,7.0,22.0,50.0,2.0,2.0,2.0,,
1223,27,0,2.0,64,68,36,28,11.0,8.0,48.0,69.0,6.0,10.0,19.0,37.0,154.0,7.0,4.0,3.0,7.0,4.0
1224,28,1,3.0,65,37,35,12,6.0,3.0,32.0,7.0,6.0,15.0,8.0,10.0,95.0,6.0,6.0,6.0,,
1225,29,0,0.0,72,37,28,6,5.0,6.0,24.0,22.0,2.0,5.0,8.0,10.0,71.0,4.0,3.0,2.0,,
1226,30,0,0.0,65,31,35,13,1.0,2.0,17.0,32.0,3.0,6.0,15.0,23.0,74.0,1.0,6.0,3.0,,
1227,31,1,3.0,72,104,28,27,26.0,3.0,66.0,44.0,3.0,8.0,15.0,21.0,189.0,7.0,6.0,6.0,6.0,7.0
1228,32,1,3.0,67,36,33,16,3.0,1.0,26.0,13.0,6.0,10.0,21.0,27.0,88.0,6.0,6.0,6.0,,
1229,33,0,1.0,67,66,33,21,19.0,2.0,45.0,33.0,1.0,10.0,6.0,16.0,134.0,3.0,7.0,5.0,5.0,
1230,34,1,3.0,67,50,33,16,3.0,3.0,28.0,27.0,5.0,7.0,5.0,5.0,96.0,6.0,6.0,7.0,,
1231,35,1,2.0,69,44,31,13,7.0,3.0,53.0,31.0,5.0,11.0,17.0,26.0,101.0,4.0,6.0,7.0,,
1232,36,1,3.0,63,49,37,26,17.0,3.0,65.0,46.0,3.0,7.0,19.0,22.0,113.0,7.0,7.0,6.0,,
1233,37,1,3.0,65,59,35,25,8.0,6.0,35.0,31.0,3.0,8.0,17.0,23.0,131.0,6.0,7.0,2.0,6.0,
1234,38,1,2.0,68,71,32,18,10.0,4.0,44.0,42.0,1.0,10.0,15.0,22.0,135.0,7.0,6.0,6.0,1.0,
1235,39,0,1.0,69,70,31,25,7.0,2.0,38.0,30.0,1.0,4.0,20.0,33.0,135.0,5.0,3.0,7.0,5.0,
1236,40,1,3.0,51,27,49,19,2.0,4.0,26.0,25.0,8.0,11.0,7.0,7.0,86.0,6.0,6.0,6.0,,
1237,41,0,0.0,64,30,36,12,4.0,0.0,19.0,26.0,0.0,3.0,1.0,2.0,62.0,1.0,4.0,1.0,,
1238,42,0,1.0,64,37,36,12,4.0,5.0,26.0,42.0,5.0,8.0,11.0,18.0,85.0,4.0,7.0,1.0,,
1239,43,0,1.0,53,34,47,25,2.0,7.0,17.0,24.0,2.0,14.0,13.0,25.0,104.0,6.0,6.0,3.0,,
1240,44,1,3.0,64,50,36,27,10.0,5.0,39.0,22.0,5.0,13.0,9.0,11.0,125.0,6.0,7.0,6.0,,
1241,45,1,3.0,62,41,38,23,7.0,4.0,62.0,50.0,4.0,7.0,9.0,12.0,97.0,6.0,6.0,6.0,,
1242,46,0,1.0,69,35,31,9,3.0,4.0,22.0,32.0,3.0,12.0,10.0,19.0,81.0,6.0,3.0,1.0,,
1243,47,0,1.0,74,66,26,22,10.0,1.0,51.0,53.0,1.0,4.0,25.0,40.0,115.0,6.0,6.0,4.0,3.0,
1244,48,0,0.0,53,23,47,13,1.0,3.0,11.0,25.0,1.0,3.0,5.0,8.0,58.0,2.0,3.0,1.0,,
1245,49,0,1.0,72,47,28,15,2.0,1.0,23.0,35.0,1.0,8.0,9.0,15.0,97.0,7.0,1.0,0.0,4.0,
1246,50,0,1.0,56,49,44,27,2.0,4.0,28.0,39.0,3.0,12.0,11.0,24.0,127.0,6.0,4.0,2.0,3.0,
1247,51,1,3.0,63,45,37,16,14.0,1.0,52.0,29.0,4.0,9.0,16.0,27.0,97.0,6.0,6.0,6.0,,
1248,52,1,3.0,56,46,44,26,6.0,2.0,29.0,20.0,4.0,8.0,12.0,18.0,111.0,6.0,6.0,7.0,,
1249,53,0,0.0,63,30,37,11,0.0,10.0,13.0,38.0,2.0,7.0,9.0,14.0,66.0,2.0,2.0,5.0,,
1250,54,0,0.0,61,32,39,21,2.0,2.0,16.0,33.0,1.0,4.0,14.0,23.0,78.0,6.0,1.0,3.0,,
1251,55,1,3.0,62,61,38,21,7.0,2.0,50.0,41.0,3.0,13.0,16.0,22.0,132.0,7.0,1.0,7.0,6.0,
1252,56,1,3.0,77,32,23,9,4.0,,20.0,12.0,4.0,11.0,4.0,6.0,78.0,6.0,6.0,2.0,,
1253,57,1,3.0,71,51,29,19,5.0,3.0,27.0,22.0,3.0,5.0,14.0,25.0,103.0,7.0,7.0,2.0,,
1254,58,1,3.0,51,47,49,28,8.0,6.0,38.0,42.0,4.0,8.0,7.0,13.0,119.0,7.0,6.0,7.0,,
1255,59,1,2.0,59,20,41,10,2.0,1.0,14.0,16.0,2.0,2.0,6.0,7.0,48.0,6.0,1.0,,,
1256,60,1,3.0,48,36,52,33,8.0,3.0,38.0,37.0,5.0,11.0,10.0,14.0,109.0,6.0,7.0,6.0,,
