,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
84,Mathilde Johansson,Ana Ivanovic,2,0,0.0,2.0,73,17,27,4,,3.0,11.0,18.0,1.0,1.0,1.0,3.0,33.0,2.0,2.0,,,,55,20,45,10,,1.0,18.0,10.0,5.0,8.0,2.0,2.0,58.0,6.0,6.0,,,
85,Zuzana Kucova,Virginie Razzano,2,0,1.0,2.0,72,36,28,10,1.0,5.0,22.0,42.0,3.0,10.0,5.0,8.0,87.0,6.0,2.0,0.0,,,72,42,28,14,0.0,3.0,35.0,41.0,7.0,17.0,15.0,19.0,105.0,4.0,6.0,6.0,,
86,Dinah Pfizenmaier,Urszula Radwanska,2,1,2.0,0.0,60,24,40,15,1.0,1.0,33.0,32.0,5.0,12.0,16.0,24.0,70.0,6.0,6.0,,,,67,20,33,9,0.0,1.0,6.0,15.0,2.0,10.0,5.0,6.0,55.0,3.0,3.0,,,
87,Agnieszka Radwanska,Mallory Burdette,2,1,2.0,0.0,65,23,35,11,2.0,1.0,14.0,5.0,5.0,8.0,5.0,7.0,61.0,6.0,6.0,,,,73,17,27,5,1.0,0.0,23.0,28.0,2.0,5.0,9.0,19.0,40.0,3.0,2.0,,,
88,Jana Cepelova,Angelique Kerber,2,0,0.0,2.0,70,12,30,3,1.0,2.0,13.0,28.0,2.0,8.0,4.0,7.0,38.0,2.0,2.0,,,,62,24,38,11,1.0,1.0,13.0,18.0,6.0,7.0,5.0,5.0,63.0,6.0,6.0,,,
89,Varvara Lepchenko,Elina Svitolina,2,1,2.0,0.0,61,23,39,12,1.0,5.0,32.0,31.0,5.0,11.0,13.0,16.0,71.0,7.0,6.0,,,,65,22,35,10,0.0,2.0,11.0,23.0,3.0,3.0,2.0,5.0,56.0,6.0,1.0,,,
90,Magdalena Rybarikova,Svetlana Kuznetsova,2,0,1.0,2.0,66,32,34,11,4.0,3.0,22.0,32.0,3.0,6.0,8.0,17.0,72.0,6.0,2.0,2.0,,,79,36,21,7,1.0,1.0,30.0,30.0,5.0,8.0,9.0,13.0,79.0,1.0,6.0,6.0,,
91,Caroline Wozniacki,Bojana Jovanovski,2,0,0.0,2.0,70,29,30,10,1.0,3.0,13.0,18.0,2.0,3.0,5.0,7.0,62.0,6.0,3.0,,,,68,34,32,8,3.0,1.0,33.0,32.0,3.0,7.0,2.0,5.0,72.0,7.0,6.0,,,
92,Galina Voskoboeva,Roberta Vinci,2,0,1.0,2.0,60,36,40,11,4.0,4.0,40.0,37.0,2.0,3.0,20.0,35.0,76.0,4.0,6.0,2.0,,,56,35,44,18,1.0,1.0,19.0,15.0,4.0,5.0,20.0,26.0,86.0,6.0,4.0,6.0,,
93,Anastasia Pavlyuchenkova,Petra Cetkovska,2,0,1.0,2.0,50,33,50,22,5.0,5.0,37.0,40.0,6.0,10.0,11.0,20.0,97.0,5.0,6.0,4.0,,,54,29,46,20,5.0,2.0,29.0,19.0,6.0,14.0,9.0,15.0,96.0,7.0,2.0,6.0,,
94,Johanna Larsson,Sorana Cirstea,2,0,0.0,2.0,63,12,37,9,1.0,2.0,7.0,19.0,1.0,8.0,3.0,3.0,45.0,1.0,4.0,,,,54,27,46,14,1.0,1.0,20.0,22.0,4.0,5.0,3.0,5.0,60.0,6.0,6.0,,,
95,Serena Williams,Caroline Garcia,2,1,2.0,0.0,69,23,31,9,6.0,1.0,27.0,9.0,4.0,10.0,3.0,5.0,60.0,6.0,6.0,,,,53,16,47,9,2.0,3.0,14.0,14.0,0.0,0.0,3.0,5.0,32.0,1.0,2.0,,,
96,Jie Zheng,Maria Sharapova,3,0,0.0,2.0,81,23,19,3,0.0,1.0,8.0,24.0,4.0,11.0,4.0,4.0,58.0,1.0,5.0,,,,57,22,43,13,3.0,8.0,25.0,34.0,8.0,8.0,4.0,7.0,76.0,6.0,7.0,,,
97,Marina Erakovic,Sloane Stephens,3,0,1.0,2.0,64,37,36,15,4.0,6.0,31.0,44.0,3.0,9.0,11.0,14.0,93.0,4.0,7.0,3.0,,,78,58,22,11,2.0,2.0,30.0,33.0,5.0,6.0,9.0,12.0,102.0,6.0,6.0,6.0,,
98,Jelena Jankovic,Samantha Stosur,3,1,2.0,1.0,73,39,27,13,4.0,5.0,16.0,24.0,5.0,12.0,12.0,20.0,90.0,3.0,6.0,6.0,,,70,35,30,16,2.0,2.0,28.0,39.0,4.0,7.0,20.0,25.0,87.0,6.0,3.0,4.0,,
99,Petra Kvitova,Jamie Hampton,3,0,0.0,2.0,63,24,37,10,2.0,3.0,21.0,33.0,3.0,4.0,10.0,17.0,57.0,1.0,6.0,,,,51,24,49,12,4.0,5.0,13.0,18.0,5.0,11.0,3.0,5.0,73.0,6.0,7.0,,,
100,Alize Cornet,Victoria Azarenka,3,0,1.0,2.0,65,28,35,10,3.0,3.0,28.0,32.0,6.0,16.0,7.0,10.0,84.0,6.0,3.0,1.0,,,69,40,31,11,0.0,10.0,41.0,31.0,9.0,20.0,23.0,32.0,99.0,4.0,6.0,6.0,,
101,Marion Bartoli,Francesca Schiavone,3,0,0.0,2.0,62,14,38,8,1.0,5.0,9.0,19.0,1.0,3.0,5.0,15.0,41.0,2.0,1.0,,,,53,17,47,15,0.0,3.0,32.0,14.0,5.0,9.0,7.0,10.0,63.0,6.0,6.0,,,
102,Stefanie Voegele,Maria Kirilenko,3,0,0.0,2.0,52,30,48,19,0.0,2.0,25.0,38.0,3.0,7.0,18.0,25.0,79.0,6.0,5.0,,,,57,27,43,20,2.0,1.0,30.0,28.0,4.0,9.0,17.0,22.0,91.0,7.0,7.0,,,
103,Bethanie Mattek-Sands,Paula Ormaechea,3,1,2.0,1.0,71,34,29,12,2.0,2.0,38.0,21.0,6.0,9.0,13.0,19.0,88.0,4.0,6.0,6.0,,,55,32,45,8,3.0,8.0,18.0,28.0,3.0,4.0,0.0,3.0,63.0,6.0,1.0,3.0,,
104,Sabine Lisicki,Sara Errani,3,0,0.0,2.0,46,15,54,7,1.0,3.0,25.0,34.0,1.0,7.0,8.0,15.0,42.0,0.0,4.0,,,,89,34,11,2,1.0,0.0,14.0,7.0,5.0,7.0,5.0,8.0,64.0,6.0,6.0,,,
105,Monica Puig,Carla Suarez Navarro,3,0,0.0,2.0,59,24,41,12,1.0,2.0,21.0,31.0,3.0,5.0,7.0,12.0,68.0,4.0,5.0,,,,72,39,28,8,3.0,1.0,21.0,29.0,5.0,10.0,7.0,9.0,82.0,6.0,7.0,,,
106,Virginie Razzano,Ana Ivanovic,3,0,0.0,2.0,70,18,30,7,1.0,1.0,11.0,20.0,1.0,4.0,13.0,17.0,48.0,3.0,2.0,,,,73,32,27,8,5.0,3.0,23.0,21.0,4.0,10.0,2.0,3.0,68.0,6.0,6.0,,,
107,Agnieszka Radwanska,Dinah Pfizenmaier,3,1,2.0,0.0,61,26,39,16,1.0,0.0,10.0,17.0,3.0,6.0,9.0,16.0,69.0,6.0,6.0,,,,62,24,38,12,1.0,2.0,24.0,48.0,1.0,3.0,14.0,18.0,56.0,3.0,4.0,,,
108,Varvara Lepchenko,Angelique Kerber,3,0,1.0,2.0,81,54,19,6,1.0,4.0,46.0,45.0,3.0,8.0,14.0,20.0,101.0,4.0,7.0,4.0,,,65,47,35,19,2.0,3.0,24.0,24.0,5.0,10.0,3.0,4.0,110.0,6.0,6.0,6.0,,
109,Bojana Jovanovski,Svetlana Kuznetsova,3,0,0.0,2.0,69,31,31,10,1.0,5.0,21.0,21.0,3.0,3.0,4.0,5.0,64.0,4.0,6.0,,,,67,29,33,11,7.0,5.0,24.0,24.0,4.0,7.0,8.0,10.0,77.0,6.0,7.0,,,
110,Petra Cetkovska,Roberta Vinci,3,0,1.0,2.0,63,26,37,11,1.0,5.0,29.0,37.0,4.0,13.0,9.0,22.0,80.0,1.0,6.0,2.0,,,62,32,38,18,4.0,2.0,34.0,25.0,6.0,12.0,8.0,16.0,91.0,6.0,2.0,6.0,,
111,Serena Williams,Sorana Cirstea,3,1,2.0,0.0,67,22,33,10,3.0,2.0,13.0,16.0,5.0,6.0,3.0,4.0,61.0,6.0,6.0,,,,56,13,44,6,0.0,6.0,3.0,19.0,0.0,3.0,3.0,7.0,33.0,0.0,2.0,,,
112,Sloane Stephens,Maria Sharapova,4,0,0.0,2.0,65,28,35,12,1.0,4.0,15.0,25.0,1.0,3.0,2.0,3.0,54.0,4.0,3.0,,,,63,25,37,12,1.0,1.0,17.0,20.0,4.0,12.0,5.0,5.0,72.0,6.0,6.0,,,
113,Jamie Hampton,Jelena Jankovic,4,0,0.0,2.0,66,11,34,7,1.0,0.0,9.0,29.0,1.0,2.0,9.0,16.0,34.0,0.0,2.0,,,,70,22,30,8,2.0,2.0,11.0,15.0,6.0,10.0,6.0,7.0,62.0,6.0,6.0,,,
114,Francesca Schiavone,Victoria Azarenka,4,0,0.0,2.0,57,11,43,3,2.0,2.0,10.0,24.0,2.0,6.0,8.0,13.0,35.0,3.0,0.0,,,,88,28,12,3,1.0,1.0,19.0,14.0,7.0,12.0,10.0,12.0,61.0,6.0,6.0,,,
115,Bethanie Mattek-Sands,Maria Kirilenko,4,0,0.0,2.0,56,29,44,18,0.0,2.0,27.0,42.0,2.0,5.0,13.0,21.0,75.0,5.0,4.0,,,,64,31,36,14,1.0,6.0,13.0,25.0,4.0,11.0,10.0,17.0,80.0,7.0,6.0,,,
116,Carla Suarez Navarro,Sara Errani,4,0,1.0,2.0,67,32,33,14,,1.0,42.0,47.0,6.0,18.0,12.0,31.0,93.0,7.0,4.0,3.0,,,91,57,9,4,,1.0,33.0,27.0,7.0,10.0,14.0,24.0,107.0,5.0,6.0,6.0,,
117,Agnieszka Radwanska,Ana Ivanovic,4,1,2.0,0.0,57,21,43,15,1.0,1.0,18.0,5.0,5.0,9.0,9.0,12.0,72.0,6.0,6.0,,,,50,19,50,15,1.0,9.0,29.0,33.0,2.0,5.0,8.0,17.0,59.0,2.0,4.0,,,
118,Svetlana Kuznetsova,Angelique Kerber,4,1,2.0,1.0,63,46,37,17,3.0,1.0,48.0,37.0,5.0,12.0,16.0,28.0,108.0,6.0,4.0,6.0,,,75,44,25,13,0.0,2.0,37.0,31.0,4.0,13.0,10.0,15.0,100.0,4.0,6.0,3.0,,
119,Serena Williams,Roberta Vinci,4,1,2.0,0.0,62,24,38,12,5.0,1.0,32.0,21.0,4.0,10.0,13.0,21.0,64.0,6.0,6.0,,,,68,20,32,9,1.0,1.0,13.0,12.0,0.0,1.0,10.0,16.0,43.0,1.0,3.0,,,
120,Jelena Jankovic,Maria Sharapova,5,0,1.0,2.0,63,31,37,16,0.0,4.0,9.0,21.0,4.0,7.0,5.0,12.0,74.0,6.0,4.0,3.0,,,66,30,34,13,1.0,2.0,30.0,45.0,4.0,4.0,9.0,11.0,79.0,0.0,6.0,6.0,,
121,Maria Kirilenko,Victoria Azarenka,5,0,0.0,2.0,57,31,43,8,2.0,5.0,17.0,18.0,3.0,4.0,6.0,12.0,63.0,6.0,2.0,,,,78,32,22,4,0.0,2.0,25.0,18.0,5.0,11.0,13.0,14.0,73.0,7.0,6.0,,,
122,Agnieszka Radwanska,Sara Errani,5,0,0.0,2.0,70,28,30,5,2.0,2.0,27.0,27.0,5.0,11.0,20.0,34.0,72.0,4.0,6.0,,,,84,41,16,3,0.0,0.0,30.0,25.0,6.0,7.0,16.0,24.0,80.0,6.0,7.0,,,
123,Serena Williams,Svetlana Kuznetsova,5,1,2.0,1.0,66,42,34,12,4.0,5.0,37.0,28.0,6.0,16.0,12.0,20.0,92.0,6.0,3.0,6.0,,,77,28,23,7,1.0,1.0,19.0,24.0,4.0,9.0,3.0,6.0,75.0,1.0,6.0,3.0,,
124,Victoria Azarenka,Maria Sharapova,6,0,1.0,2.0,72,28,28,8,3.0,0.0,15.0,22.0,5.0,10.0,8.0,10.0,77.0,1.0,6.0,4.0,,,62,41,38,10,12.0,11.0,42.0,39.0,6.0,10.0,2.0,6.0,87.0,6.0,2.0,6.0,,
125,Serena Williams,Sara Errani,6,1,2.0,0.0,52,14,48,14,5.0,,40.0,12.0,5.0,7.0,8.0,10.0,52.0,6.0,6.0,,,,80,10,20,1,0.0,,2.0,3.0,0.0,0.0,2.0,2.0,16.0,0.0,1.0,,,
126,Serena Williams,Maria Sharapova,7,1,2.0,0.0,69,27,31,8,10.0,0.0,29.0,21.0,4.0,15.0,10.0,12.0,71.0,6.0,6.0,,,,55,20,45,20,2.0,4.0,10.0,17.0,2.0,2.0,3.0,4.0,56.0,4.0,4.0,,,
0,Richard Gasquet,Michael Russell,1,1,3.0,0.0,63,45,37,16,7.0,7.0,,,5.0,16.0,18.0,25.0,106.0,6.0,6.0,6.0,,,59,37,41,17,6.0,4.0,,,1.0,3.0,30.0,40.0,83.0,3.0,4.0,2.0,,
1,Stephane Robert,Albano Olivetti,1,1,3.0,0.0,61,44,39,19,3.0,2.0,,,4.0,13.0,,,99.0,6.0,6.0,6.0,,,56,37,44,15,18.0,8.0,,,0.0,1.0,,,71.0,3.0,3.0,4.0,,
2,Jan-Lennard Struff,Guillaume Rufin,1,0,2.0,3.0,55,61,45,32,11.0,13.0,,,5.0,13.0,,,149.0,6.0,3.0,6.0,6.0,1.0,55,66,45,27,10.0,9.0,,,5.0,15.0,,,149.0,7.0,6.0,2.0,2.0,6.0
3,Aljaz Bedene,Dmitry Tursunov,1,0,1.0,3.0,52,41,48,19,13.0,8.0,,,2.0,9.0,,,97.0,5.0,6.0,3.0,0.0,,55,52,45,27,16.0,3.0,,,6.0,9.0,,,121.0,7.0,4.0,6.0,6.0,
4,Feliciano Lopez,Florent Serra,1,1,3.0,1.0,58,54,42,30,21.0,3.0,,,5.0,16.0,,,148.0,6.0,6.0,6.0,6.0,,61,63,39,30,8.0,2.0,,,0.0,3.0,,,123.0,7.0,2.0,3.0,3.0,
5,Kenny De Schepper,Bradley Klahn,1,0,1.0,3.0,59,68,41,37,20.0,11.0,,,1.0,1.0,30.0,42.0,133.0,7.0,2.0,6.0,6.0,,71,72,29,26,6.0,1.0,,,3.0,11.0,30.0,48.0,151.0,6.0,6.0,7.0,7.0,
6,Andrey Kuznetsov,Dudi Sela,1,0,2.0,3.0,53,59,47,44,8.0,8.0,,,10.0,18.0,,,183.0,6.0,3.0,7.0,7.0,4.0,59,65,41,38,2.0,7.0,,,11.0,26.0,,,187.0,7.0,6.0,6.0,5.0,6.0
7,Pablo Cuevas,Janko Tipsarevic,1,0,1.0,2.0,51,39,49,24,17.0,6.0,,,0.0,1.0,5.0,10.0,82.0,3.0,7.0,3.0,,,55,42,45,28,12.0,2.0,,,2.0,9.0,10.0,10.0,104.0,6.0,6.0,6.0,,
8,Ernests Gulbis,Andreas Haider-Maurer,1,0,2.0,3.0,58,68,42,31,15.0,8.0,,,5.0,22.0,,,159.0,6.0,3.0,6.0,6.0,4.0,49,58,51,43,10.0,12.0,,,4.0,14.0,,,160.0,3.0,6.0,1.0,7.0,6.0
9,Mikhail Kukushkin,Andrej Martin,1,1,3.0,0.0,51,35,49,27,4.0,5.0,,,9.0,11.0,,,117.0,6.0,7.0,7.0,,,49,35,51,20,4.0,3.0,,,7.0,12.0,,,103.0,4.0,6.0,5.0,,
10,Roberto Bautista Agut,Thomaz Bellucci,1,1,3.0,0.0,75,44,25,12,1.0,1.0,,,6.0,10.0,,,87.0,6.0,6.0,6.0,,,57,28,43,10,7.0,2.0,,,1.0,4.0,,,65.0,3.0,2.0,2.0,,
11,Nick Kyrgios,David Ferrer,1,0,0.0,3.0,69,44,31,9,8.0,3.0,,,1.0,3.0,13.0,19.0,75.0,5.0,3.0,2.0,,,55,40,45,21,11.0,2.0,,,5.0,11.0,6.0,6.0,103.0,7.0,6.0,6.0,,
12,Tommy Robredo,Marinko Matosevic,1,1,3.0,1.0,54,49,46,30,9.0,3.0,,,9.0,16.0,9.0,14.0,138.0,6.0,6.0,6.0,6.0,,59,44,41,27,7.0,3.0,,,3.0,9.0,34.0,53.0,119.0,3.0,7.0,3.0,2.0,
13,Robin Haase,Frank Dancevic,1,0,1.0,3.0,58,65,42,34,19.0,4.0,,,3.0,15.0,,,149.0,6.0,6.0,5.0,6.0,,64,68,36,34,14.0,3.0,,,3.0,4.0,,,154.0,7.0,3.0,7.0,7.0,
14,Albert Ramos,Bernard Tomic,1,0,2.0,3.0,55,76,45,42,9.0,9.0,,,4.0,15.0,26.0,38.0,165.0,3.0,6.0,6.0,6.0,3.0,68,71,32,28,9.0,2.0,,,5.0,17.0,28.0,41.0,173.0,6.0,3.0,4.0,7.0,6.0
15,Daniel Evans,Kei Nishikori,1,1,3.0,0.0,48,35,52,25,8.0,4.0,,,6.0,9.0,16.0,24.0,102.0,6.0,6.0,6.0,,,54,30,46,15,3.0,8.0,,,2.0,9.0,10.0,18.0,80.0,4.0,4.0,2.0,,
16,Fernando Verdasco,Ivan Dodig,1,0,2.0,3.0,59,58,41,23,5.0,14.0,,,6.0,17.0,15.0,22.0,144.0,3.0,5.0,6.0,6.0,3.0,57,60,43,34,10.0,5.0,,,6.0,9.0,22.0,41.0,145.0,6.0,7.0,1.0,4.0,6.0
17,Rhyne Williams,Nikolay Davydenko,1,0,2.0,3.0,55,56,45,26,11.0,9.0,,,6.0,12.0,,,132.0,3.0,6.0,6.0,5.0,0.0,57,57,43,28,7.0,6.0,,,8.0,14.0,,,146.0,6.0,4.0,1.0,7.0,6.0
18,Ryan Harrison,Rafael Nadal,1,0,0.0,3.0,62,41,38,10,11.0,2.0,,,0.0,2.0,12.0,21.0,69.0,4.0,2.0,2.0,,,72,42,28,11,3.0,5.0,,,5.0,7.0,25.0,31.0,94.0,6.0,6.0,6.0,,
19,Novak Djokovic,Ricardas Berankis,1,1,3.0,0.0,68,36,32,14,10.0,1.0,,,7.0,14.0,15.0,23.0,91.0,6.0,6.0,6.0,,,53,18,47,9,3.0,4.0,,,1.0,8.0,7.0,15.0,50.0,1.0,2.0,2.0,,
20,Benjamin Becker,Lukas Rosol,1,1,3.0,1.0,52,38,48,27,8.0,5.0,,,8.0,17.0,,,125.0,6.0,3.0,6.0,6.0,,47,44,53,27,18.0,14.0,,,5.0,12.0,,,111.0,3.0,6.0,3.0,4.0,
21,Lukasz Kubot,Jarkko Nieminen,1,0,0.0,3.0,38,28,62,27,5.0,14.0,,,4.0,8.0,,,86.0,5.0,5.0,2.0,,,59,38,41,19,6.0,3.0,,,7.0,11.0,,,111.0,7.0,7.0,6.0,,
22,Joao Sousa,Grigor Dimitrov,1,1,3.0,2.0,58,61,42,27,5.0,2.0,,,8.0,11.0,,,145.0,3.0,6.0,6.0,5.0,6.0,58,53,42,27,13.0,7.0,,,6.0,14.0,,,134.0,6.0,3.0,4.0,7.0,2.0
23,Tommy Haas,Paul-Henri Mathieu,1,1,3.0,0.0,59,38,41,15,14.0,5.0,,,6.0,8.0,5.0,5.0,89.0,6.0,6.0,6.0,,,56,29,44,16,7.0,8.0,,,1.0,3.0,8.0,20.0,63.0,4.0,4.0,1.0,,
24,Yen-Hsun Lu,Daniel Gimeno-Traver,1,1,3.0,0.0,67,49,33,19,4.0,4.0,,,3.0,9.0,,,116.0,6.0,7.0,6.0,,,56,45,44,22,14.0,4.0,,,1.0,2.0,,,90.0,4.0,6.0,3.0,,
25,Donald Young,Martin Klizan,1,1,3.0,0.0,74,39,26,10,3.0,7.0,,,8.0,13.0,9.0,15.0,86.0,6.0,6.0,6.0,,,47,10,53,10,4.0,5.0,,,0.0,9.0,8.0,20.0,45.0,1.0,0.0,1.0,,
26,Florian Mayer,Juan Monaco,1,1,3.0,0.0,65,34,35,15,5.0,1.0,,,5.0,8.0,,,77.0,6.0,6.0,3.0,,,63,20,37,11,1.0,5.0,,,0.0,3.0,,,51.0,4.0,2.0,0.0,,
27,Tobias Kamke,Steve Johnson,1,1,3.0,1.0,53,55,47,39,10.0,7.0,,,4.0,15.0,14.0,24.0,157.0,6.0,6.0,7.0,6.0,,48,56,52,40,12.0,10.0,,,1.0,5.0,24.0,40.0,137.0,7.0,4.0,6.0,2.0,
28,Denis Istomin,Nicolas Almagro,1,1,3.0,1.0,64,50,36,23,13.0,2.0,,,7.0,11.0,,,112.0,6.0,6.0,4.0,6.0,,64,36,36,14,7.0,5.0,,,3.0,9.0,,,84.0,3.0,1.0,6.0,3.0,
29,Julien Benneteau,Michal Przysiezny,1,1,3.0,1.0,61,49,39,25,7.0,6.0,,,6.0,11.0,,,125.0,6.0,5.0,6.0,6.0,,58,52,42,27,14.0,2.0,,,4.0,6.0,,,110.0,4.0,7.0,4.0,4.0,
30,Sergiy Stakhovsky,Jeremy Chardy,1,0,2.0,3.0,53,62,47,33,7.0,9.0,,,3.0,14.0,,,156.0,4.0,6.0,2.0,6.0,4.0,56,64,44,40,8.0,7.0,,,6.0,11.0,,,170.0,6.0,4.0,6.0,4.0,6.0
31,Jiri Vesely,Denis Kudla,1,0,1.0,3.0,55,50,45,30,10.0,8.0,,,2.0,5.0,,,112.0,2.0,2.0,7.0,5.0,,63,56,37,27,7.0,5.0,,,7.0,17.0,,,140.0,6.0,6.0,6.0,7.0,
32,Paolo Lorenzi,Tomas Berdych,1,0,0.0,3.0,48,27,52,11,2.0,6.0,,,2.0,4.0,9.0,20.0,62.0,1.0,4.0,1.0,,,56,34,44,12,10.0,3.0,,,8.0,15.0,21.0,28.0,93.0,6.0,6.0,6.0,,
33,Pablo Andujar,Thiemo de Bakker,1,1,3.0,0.0,60,44,40,19,5.0,3.0,,,5.0,9.0,,,105.0,6.0,6.0,6.0,,,52,33,48,19,9.0,4.0,,,2.0,7.0,,,82.0,4.0,4.0,4.0,,
34,Thomas Fabbiano,Milos Raonic,1,0,0.0,3.0,66,46,34,17,0.0,7.0,,,1.0,5.0,13.0,15.0,87.0,3.0,6.0,3.0,,,63,51,37,19,28.0,4.0,,,3.0,12.0,12.0,20.0,116.0,6.0,7.0,6.0,,
35,Jerzy Janowicz,Maximo Gonzalez,1,0,0.0,3.0,58,40,42,17,3.0,11.0,,,2.0,10.0,16.0,25.0,92.0,4.0,4.0,2.0,,,65,45,35,13,9.0,4.0,,,6.0,16.0,12.0,20.0,111.0,6.0,6.0,6.0,,
36,Jack Sock,Philipp Petzschner,1,1,2.0,1.0,51,36,49,29,6.0,8.0,,,3.0,8.0,13.0,23.0,100.0,7.0,3.0,5.0,,,46,29,54,27,10.0,5.0,,,3.0,8.0,13.0,21.0,91.0,6.0,6.0,2.0,,
37,Roger Federer,Grega Zemlja,1,1,3.0,0.0,60,41,40,21,12.0,2.0,,,5.0,11.0,20.0,21.0,103.0,6.0,6.0,7.0,,,49,29,51,18,9.0,9.0,,,1.0,3.0,5.0,13.0,65.0,3.0,2.0,5.0,,
38,Santiago Giraldo,Carlos Berlocq,1,0,2.0,3.0,58,63,42,30,9.0,6.0,,,6.0,9.0,18.0,29.0,146.0,3.0,6.0,7.0,4.0,2.0,64,61,36,30,5.0,7.0,,,9.0,22.0,18.0,28.0,163.0,6.0,3.0,6.0,6.0,6.0
39,Horacio Zeballos,Adrian Mannarino,1,0,1.0,3.0,52,44,48,29,8.0,7.0,,,1.0,6.0,,,109.0,6.0,4.0,2.0,1.0,,57,47,43,30,11.0,7.0,,,6.0,13.0,,,135.0,4.0,6.0,6.0,6.0,
40,Guido Pella,Sam Querrey,1,0,1.0,3.0,56,54,44,31,6.0,9.0,,,1.0,7.0,19.0,28.0,117.0,6.0,6.0,1.0,2.0,,58,60,42,26,24.0,4.0,,,4.0,18.0,16.0,24.0,145.0,7.0,4.0,6.0,6.0,
41,John Isner,Filippo Volandri,1,1,3.0,0.0,73,42,27,11,16.0,3.0,,,6.0,7.0,12.0,17.0,87.0,6.0,6.0,6.0,,,56,18,44,10,1.0,5.0,,,0.0,2.0,5.0,10.0,45.0,0.0,2.0,3.0,,
42,Adrian Ungur,Gael Monfils,1,0,0.0,3.0,56,18,44,8,1.0,7.0,,,1.0,1.0,6.0,14.0,38.0,1.0,2.0,0.0,,,84,33,16,4,5.0,1.0,,,9.0,13.0,8.0,12.0,81.0,6.0,6.0,6.0,,
43,Albert Montanes,Edouard Roger-Vasselin,1,0,0.0,3.0,51,29,49,20,4.0,8.0,,,0.0,0.0,,,57.0,3.0,2.0,4.0,,,64,38,36,18,10.0,1.0,,,4.0,11.0,,,93.0,6.0,6.0,6.0,,
44,Collin Altamirano,Philipp Kohlschreiber,1,0,0.0,3.0,58,27,42,8,3.0,3.0,,,0.0,0.0,4.0,4.0,50.0,1.0,3.0,1.0,,,58,31,42,16,10.0,4.0,,,7.0,12.0,16.0,17.0,86.0,6.0,6.0,6.0,,
45,Rogerio Dutra Silva,Vasek Pospisil,1,1,3.0,2.0,58,64,42,39,3.0,3.0,,,6.0,16.0,,,178.0,4.0,3.0,7.0,6.0,7.0,48,66,52,46,21.0,15.0,,,7.0,18.0,,,176.0,6.0,6.0,6.0,2.0,6.0
46,Benoit Paire,Alex Bogomolov Jr.,1,0,2.0,3.0,51,72,49,40,29.0,11.0,,,6.0,23.0,36.0,49.0,191.0,5.0,6.0,4.0,7.0,6.0,64,82,36,33,2.0,6.0,,,5.0,12.0,21.0,42.0,181.0,7.0,2.0,6.0,5.0,7.0
47,Tim Smyczek,James Duckworth,1,1,3.0,1.0,66,47,34,21,4.0,2.0,,,7.0,17.0,24.0,36.0,134.0,3.0,6.0,6.0,6.0,,55,47,45,26,8.0,5.0,,,3.0,7.0,22.0,39.0,114.0,6.0,2.0,4.0,1.0,
48,Jurgen Zopp,Marcel Granollers,1,0,2.0,3.0,51,46,49,27,5.0,9.0,,,6.0,10.0,,,116.0,1.0,6.0,6.0,3.0,4.0,52,43,48,27,13.0,9.0,,,8.0,16.0,,,132.0,6.0,3.0,1.0,6.0,6.0
49,Rajeev Ram,Fabio Fognini,1,1,3.0,0.0,73,40,27,10,8.0,1.0,,,7.0,16.0,20.0,27.0,90.0,6.0,6.0,6.0,,,54,21,46,13,3.0,7.0,,,1.0,3.0,8.0,15.0,55.0,1.0,2.0,2.0,,
50,David Goffin,Alexandr Dolgopolov,1,0,0.0,3.0,67,44,33,14,7.0,8.0,,,2.0,8.0,,,93.0,2.0,4.0,4.0,,,45,34,55,27,6.0,4.0,,,6.0,21.0,,,115.0,6.0,6.0,6.0,,
51,Nicolas Mahut,Mikhail Youzhny,1,0,0.0,3.0,63,50,37,22,6.0,5.0,,,1.0,3.0,,,94.0,4.0,4.0,6.0,,,64,50,36,20,8.0,3.0,,,3.0,11.0,,,115.0,6.0,6.0,7.0,,
52,Jurgen Melzer,Evgeny Donskoy,1,0,0.0,3.0,65,39,35,17,4.0,2.0,,,3.0,10.0,,,96.0,5.0,3.0,6.0,,,57,48,43,27,5.0,1.0,,,4.0,10.0,,,116.0,7.0,6.0,7.0,,
53,Igor Sijsling,Peter Gojowczyk,1,0,1.0,3.0,55,49,45,24,13.0,3.0,,,4.0,9.0,,,107.0,6.0,6.0,4.0,1.0,,51,40,49,29,8.0,6.0,,,6.0,11.0,,,124.0,7.0,2.0,6.0,6.0,
54,Lleyton Hewitt,Brian Baker,1,1,3.0,1.0,46,38,54,29,8.0,7.0,,,10.0,19.0,14.0,27.0,129.0,6.0,4.0,6.0,6.0,,49,32,51,28,14.0,10.0,,,7.0,12.0,12.0,25.0,110.0,3.0,6.0,3.0,4.0,
